DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9,param_1,param_2,param_3,param_4
256_909773,0.9997202,0.9742125,0.933265,0.8795406,0.75714165,0.5582422,0.38244405,0.18789199,0.041947726,0.03996151,-1.764534821677263,0.9737425998654565,3.927898949537039,-0.15822079641863523
235_905950,0.9997202,0.9759511,0.8581637,0.8463432,0.7345182,0.6216148,0.46852875,0.31886658,0.20339754,0.18243578,-0.5736477589655283,0.9748142297790405,2.459155665670769,-0.31636600481522875
272_1240183,0.9997202,0.97582996,0.9432544,0.9010295,0.8038928,0.6676793,0.47692165,0.3120963,0.16022094,0.14250669,-1.5743507932602012,0.9736108997688647,4.018480817075739,-0.061575349802364204
180_907061,0.9997202,0.97240406,0.76863223,0.54197806,0.41090634,0.28785697,0.282095,0.21680109,0.1875304,0.18403134,-3.046126164140316,1.0088653064142679,2.66360846235333,0.1464667433731953
170_907322,0.9997202,0.96886855,0.9115248,0.83951765,0.85956836,0.5029874,0.09985683,0.03178842,0.021482615,0.023701744,-6.961220858970764,0.9278404186576467,12.004386563286046,0.015081213687436475
272_949157,0.9997202,0.97331446,0.94070095,0.8533708,0.7009635,0.50668716,0.34073755,0.20503633,0.16214447,0.13183846,-2.3482954000261143,0.9799062841848216,3.92114124113948,0.03702730119593934
301_1240166,0.9997202,0.9757171,0.91640276,0.8396997,0.7455136,0.65067935,0.44922966,0.2101273,0.123592354,0.11637439,-1.4045593506527378,0.9637793568360552,3.58001515003665,-0.14696624874294842
1014_906696,0.9997202,0.9744553,0.8075133,0.6487586,0.4240422,0.3521812,0.2587058,0.17528243,0.1299126,0.109715514,-2.0710299449304808,1.00653510134823,2.3558633642935543,-0.00592850066415633
45_905965,0.9997202,0.9753695,0.8927781,0.8207663,0.8031778,0.7557705,0.70776415,0.34433454,0.06657779,0.050811104,-2.7255379807703637,0.8907811182284223,9.428988637366679,-0.04033036111764888
1149_930301,0.9997202,0.9762359,0.93714327,0.8245399,0.68574977,0.4799545,0.37186098,0.26403195,0.17405523,0.19042748,-2.2071799772960334,0.986146119384382,3.4789675653897465,0.07578629179462763
159_1331036,0.9997202,0.97512704,0.8928988,0.8486379,0.6847476,0.54649377,0.27295664,0.1311653,0.08625805,0.082779005,-2.4056742361636996,0.960037529588197,4.239209365074163,-0.0346010082200828
170_907066,0.9997202,0.9686784,0.94231653,0.92938983,0.7866089,0.39807934,0.21222855,0.11919544,0.06416382,0.073314615,-4.905766173928014,0.9694883820366129,7.597048377796353,0.06624210927008017
178_905950,0.9997202,0.9720211,0.84376174,0.86292815,0.8505631,0.7554052,0.56375474,0.37864718,0.3186443,0.28884703,-2.7233583577968234,0.9216925033544464,6.356730653421544,0.23508995267005026
135_753585,0.9997202,0.97380555,0.88588905,0.6464158,0.54608315,0.3068245,0.3261726,0.33575377,0.29735687,0.2813506,-3.9483338774972805,0.991106124822462,3.7787933586116824,0.27142733694237015
328_1240142,0.9997202,0.97795236,0.922833,0.74310863,0.54302555,0.37266943,0.28978232,0.25252578,0.22771625,0.21356216,-3.429574177320684,0.9905892188148808,3.8801399021039376,0.18665006092835473
164_909702,0.9997202,0.9736771,0.9376459,0.82897073,0.6932284,0.5061093,0.26108047,0.14680862,0.084616855,0.061475944,-2.3272673901552734,0.9748284615006729,4.004951923438085,-0.05049992190781254
133_722058,0.9997202,0.97479254,0.84322625,0.72502565,0.57337993,0.41588536,0.3083673,0.22623782,0.11119451,0.08276374,-1.0388070659477149,1.002049890829121,2.061942040255177,-0.25776526244517767
273_907279,0.9997202,0.9710395,0.9135538,0.83437055,0.73491096,0.5819974,0.35513175,0.1915773,0.10023635,0.08029492,-1.7352023712784617,0.9656389923463948,3.6890560945326936,-0.11134352540208349
283_1660034,0.9997202,0.9714123,0.8968443,0.79350287,0.6814174,0.609288,0.49165347,0.48581946,0.39214283,0.3560587,-1.0061229238550207,1.0012642092545803,1.9750418054879906,0.12475425997435675
178_907274,0.9997202,0.9716068,0.95186275,0.9007353,0.85453457,0.709692,0.60406655,0.43967178,0.3332585,0.3274068,-1.5763301966464422,0.9733511167084704,3.9809939951003024,0.16322292378202458
1149_1298145,0.9997202,0.9746851,0.9409611,0.877498,0.75377923,0.5379282,0.40792087,0.38436,0.13684347,0.12551185,-1.1183820338836175,0.9914956582879042,2.9203380607380773,-0.17180652429207507
170_909735,0.9997202,0.9643431,0.81606233,0.86253357,0.4248063,0.23539416,0.11381672,0.07185515,0.04424493,0.03813501,-5.192795415442551,0.943267851342543,6.265855475123253,0.04428428351566291
274_907058,0.9997202,0.97436196,0.9233569,0.81331307,0.61926216,0.43375096,0.25529802,0.16378877,0.11566468,0.104530364,-2.5749402952088194,0.981324944069285,3.779323730458037,0.018905862196836744
180_905983,0.9997202,0.97339314,0.6804445,0.2166894,0.14682195,0.12413543,0.14147498,0.1232937,0.09359259,0.077016294,-8.694461513836753,0.9904287005144253,6.175796504601453,0.11159312468832289
229_905962,0.9997202,0.9773348,0.91236174,0.8406892,0.76110613,0.6476364,0.32896507,0.17043899,0.096908584,0.10043882,-2.5963874961305313,0.946842519013291,5.164234532658738,-0.0017228848018123783
1004_946361,0.9997202,0.9768702,0.8847612,0.8262624,0.69708526,0.40618908,0.24849248,0.18699984,0.17332768,0.15940583,-3.741568323597041,0.9535362036838297,5.31497446326198,0.1280259125159221
201_1290725,0.9997202,0.9763468,0.8780621,0.77066094,0.54116917,0.4429264,0.34606463,0.286922,0.19356486,0.19511923,-2.0539181246200746,0.9960457545978212,2.721273040141433,0.08345475636453331
176_907274,0.9997202,0.9719025,0.9682112,0.9034461,0.8879333,0.79634076,0.6745051,0.29795364,0.05216924,0.03840923,-2.696649711766282,0.9445336928615796,8.513928094592295,-0.059449236874837046
41_946354,0.9997202,0.9722777,0.9231592,0.9154188,0.8824302,0.77654266,0.4066454,0.20802939,0.13977543,0.12973136,-4.646530506755653,0.9460839421008396,10.017292259345716,0.11796640268845368
87_1330983,0.9997202,0.97513175,0.9022907,0.8421925,0.7281237,0.4457285,0.27453104,0.19472678,0.21678737,0.20243111,-4.181958259728509,0.9519185909429326,6.047600759322339,0.17386096839276163
1036_906793,0.9997202,0.9760267,0.85035616,0.6374527,0.465052,0.3797846,0.2592963,0.18597469,0.15117177,0.14851366,-2.2902619364639394,1.0049409519020227,2.56842434965143,0.0471298570614794
275_910706,0.9997202,0.97585064,0.8916943,0.723999,0.6309981,0.44250792,0.25363982,0.21187176,0.14430533,0.13326192,-1.8980824466114856,0.988489654355712,2.831970974584676,-0.022113955697138456
272_905936,0.9997202,0.96822023,0.9470648,0.78968906,0.47738528,0.2480577,0.12979075,0.03721279,0.01979911,0.025557153,-3.9058204603364333,0.9845279468993223,4.80071513600298,-0.006626277571945971
140_724859,0.9997202,0.9749923,0.94767094,0.8988196,0.73959404,0.57589585,0.47044092,0.25356144,0.20361343,0.2037485,-2.037435122608271,0.9822142887990734,3.8623591130254655,0.06857395632631476
273_910568,0.9997202,0.97114056,0.92221844,0.8608855,0.8155808,0.75511575,0.5915783,0.19921632,0.08178533,0.07091556,-2.900143206234576,0.9211455937782982,7.869397226216073,-0.012182581440894407
1057_949156,0.9997202,0.97253895,0.9206066,0.857586,0.7543042,0.6171338,0.36936095,0.26712176,0.18292834,0.15484124,-2.0263304697252886,0.9667149835132915,3.9920892150655427,0.027338565358562664
140_925340,0.9997202,0.96998554,0.8140188,0.68024814,0.4937817,0.40926528,0.27480733,0.26905677,0.3243632,0.31380847,-3.338264799236187,0.9874963607694145,3.1828039658577163,0.25409273999950227
56_946356,0.9997202,0.97574383,0.92675805,0.83315355,0.53408414,0.48253372,0.35905612,0.30475706,0.20551544,0.20051165,-2.4367905471201112,0.9964748399074588,3.2432903866382596,0.13530397848514858
276_908454,0.9997202,0.97391826,0.8862423,0.84293467,0.66549385,0.40051368,0.13798843,0.07853862,0.0688728,0.0675073,-3.9223006356120007,0.9498625062441437,5.777827797906391,0.02462162419572874
308_753538,0.9997202,0.9751241,0.93874866,0.9391852,0.83681756,0.7191048,0.52152973,0.2661316,0.049331557,0.045412112,-1.8404262579151012,0.9642960172250827,5.244763406601326,-0.14549622578217483
219_753535,0.9997202,0.97250754,0.9311481,0.84372747,0.7561558,0.44193268,0.3147482,0.22928402,0.21183473,0.22221696,-4.136429245349317,0.9595100825910364,6.022584577719105,0.19146933600240837
300_905991,0.9997202,0.97554076,0.8949278,0.78683347,0.65808535,0.52410716,0.33841652,0.19157839,0.13106582,0.13283178,-1.5286232974674219,0.9814935546239275,2.8715686716678412,-0.0988090508723781
235_1240215,0.9997202,0.975918,0.9234888,0.84999865,0.70845914,0.59019315,0.38141364,0.2307587,0.063061744,0.054448966,-1.1217598148366454,0.9797532960408889,3.0736589007232498,-0.29386994863433924
219_1290768,0.9997202,0.9726417,0.91629237,0.8413938,0.7045576,0.5281698,0.2820486,0.19327995,0.16946669,0.15911208,-2.857067589438389,0.9642223401845539,4.54028907406977,0.08647884990958007
302_949154,0.9997202,0.9695484,0.8840104,0.8706925,0.7526282,0.56732386,0.49821046,0.40324658,0.347684,0.32890657,-1.9709387952799182,0.9713259398676617,3.3144625344601293,0.22822037619557495
219_905981,0.9997202,0.9723778,0.9093488,0.7929877,0.5873814,0.36057127,0.24209644,0.20599958,0.19002947,0.1794758,-3.6620766037547394,0.9736298959864528,4.529153408203029,0.14792752267932063
229_1524418,0.9997202,0.9734738,0.80675125,0.8596432,0.66873413,0.37585366,0.27791715,0.2820805,0.16681577,0.14541188,-3.4548189740873942,0.9422977165280038,4.854054116146802,0.13969147208129512
38_1295740,0.9997202,0.97561705,0.8994437,0.8275607,0.6319994,0.40223724,0.21838959,0.10154649,0.06566869,0.048364077,-2.7584195649338112,0.9705661900764191,4.161029337700837,-0.02876487418125397
135_910704,0.9997202,0.97153556,0.8153168,0.57755363,0.38564572,0.3018941,0.21496508,0.1882576,0.23209402,0.21081859,-3.9240163415405496,0.9935476874339886,3.4912242335378827,0.1812092788894023
163_909753,0.9997202,0.9766233,0.8685356,0.8584438,0.71642977,0.62660944,0.40471828,0.4186231,0.3261941,0.3112785,-1.748120845141263,0.9738490588774428,3.0305067182305025,0.17875209899919456
276_946373,0.9997202,0.9741832,0.91577375,0.84637976,0.76221293,0.68091893,0.4313537,0.16656162,0.07655186,0.06102559,-1.900519371742915,0.9477301516018648,4.61153970381557,-0.11811716402226957
172_910919,0.9997202,0.9727276,0.9250714,0.86480284,0.76970553,0.5855774,0.357304,0.16930678,0.025573023,0.014814213,-1.880828153303557,0.9642483989565165,4.229717737445909,-0.16606601919791003
135_749717,0.9997202,0.971697,0.8148981,0.51867145,0.4238248,0.29913932,0.28436494,0.29137722,0.22969891,0.23814312,-4.138414972794592,1.0004532687393881,3.437391890241713,0.23388537956718888
219_924104,0.9997202,0.9731678,0.9113972,0.8410285,0.6253468,0.32303837,0.21926217,0.17773812,0.15163182,0.15778682,-4.587390039394667,0.9630953202797283,5.93858940204113,0.13876997611689743
170_909260,0.9997202,0.9705497,0.9347452,0.9020474,0.65217006,0.37066072,0.069707595,0.01242728,0.005828947,-0.0069399653,-4.326391312533994,0.967965396407354,6.3965355884055946,-0.03583427044786124
41_908483,0.9997202,0.9730716,0.9567189,0.9235873,0.89022785,0.79295975,0.47151446,0.28029737,0.25218582,0.24364094,-4.829161870318145,0.9554606665785222,10.17420830335442,0.22930576140991082
309_906763,0.9997202,0.9649476,0.9131981,0.77818793,0.59522974,0.39034507,0.19196148,0.071673505,0.034980636,0.032148827,-2.50406243716349,0.9748083960099132,3.720896863958419,-0.07713952298077455
219_906872,0.9997202,0.97305566,0.91443795,0.80874777,0.70631874,0.47196874,0.27996954,0.26222938,0.22674151,0.2292951,-3.290212178976446,0.9646133365005518,4.625904131487343,0.17783589144579118
170_1303897,0.9997202,0.9742012,0.92746955,0.8857101,0.7025382,0.24170981,0.1627752,0.0950774,0.07229907,0.054680426,-6.524184591964776,0.9573228066136124,9.005479055450945,0.07467557109187013
200_910942,0.9997202,0.9747318,0.85170555,0.5509592,0.23122692,0.17347915,0.0878654,0.07616449,0.057568558,0.06444703,-4.859455125062698,0.9883208664038003,4.46773792992766,0.05312999857088258
173_946353,0.9997202,0.9744834,0.90288705,0.8626302,0.72406167,0.5255826,0.40271473,0.21761331,0.19938326,0.17530683,-2.245174038440397,0.9695597043387685,3.8961565909674163,0.0687130396394806
170_1330947,0.9997202,0.972045,0.9368152,0.851731,0.70437455,0.5016499,0.32934308,0.014480637,-0.004473979,-0.005745688,-2.2018290031885726,0.9690728490160843,4.24119931571701,-0.16583304056760884
274_1240149,0.9997202,0.97419834,0.87989116,0.74351126,0.43012336,0.25359428,0.11789407,0.07210183,0.06516743,0.054885447,-3.7670088717856016,0.9762190649241386,4.342365915766078,0.022168963111059602
170_1240143,0.9997202,0.97390795,0.8824547,0.8471388,0.8121086,0.77955014,0.41291493,0.105592795,0.073495746,0.07855318,-5.10352854188617,0.906528821465481,11.623183983719805,0.05260267955839677
305_1322218,0.9997202,0.9752423,0.90395325,0.8431973,0.7331231,0.5882078,0.43378487,0.32440162,0.19478759,0.19295083,-1.21339778907185,0.9794763903586664,2.8820718570213586,-0.07863446486665994
274_905947,0.9997202,0.97293675,0.8910398,0.7196343,0.47621256,0.2805366,0.13296562,0.08104194,0.07415384,0.06814476,-3.326510897646902,0.9809268940250536,3.9271646781667826,0.01443223539548255
180_905939,0.9997202,0.9752057,0.81240475,0.4404573,0.265659,0.16352677,0.18291804,0.17726353,0.15913077,0.15484801,-5.923003330245596,0.9918492205880847,4.795560181567411,0.156736138319547
283_910926,0.9997202,0.9751533,0.9046059,0.8740561,0.7459864,0.6266754,0.53937066,0.42570946,0.3314961,0.28167284,-0.6056774651390406,0.9892717506494803,2.3211979807696173,-0.11857950498592516
163_688121,0.9997202,0.9753016,0.8925506,0.82725674,0.7565434,0.66482997,0.4779891,0.41436586,0.2528225,0.25043833,-0.3209813506368366,0.9844650291282409,2.218126085001881,-0.3392511673639864
180_910924,0.9997202,0.96841073,0.8533365,0.67220503,0.43882844,0.4320532,0.29408452,0.27079934,0.2807703,0.28592595,-3.5585219999348165,0.9905192905075405,3.4021523812103904,0.2472382908870917
293_908481,0.9997202,0.97540843,0.9330985,0.84009993,0.7411274,0.52907306,0.4146888,0.3471684,0.19970562,0.21085164,-1.7437753225476496,0.9849614644703809,3.2200071264369288,0.05226213406246771
167_908451,0.9997202,0.97491366,0.9274491,0.87350583,0.7692357,0.63981783,0.44131958,0.40809792,0.084865175,0.08006484,-0.18385119794300317,0.9847674915616317,2.602794273470836,-0.7362467101113004
53_1297449,0.9997202,0.9698148,0.9517931,0.8889615,0.8781384,0.7813379,0.5757786,0.20715591,0.1200833,0.11662665,-3.5562160982516504,0.9404328567521434,9.0311906154678,0.06380857996241018
272_949174,0.9997202,0.97366893,0.60154355,0.48723713,0.42698792,0.43100643,0.30275598,0.13728845,0.08202617,0.06996702,-0.5893353822674607,1.027358411501006,1.2221640009370536,-0.46236776688862885
302_905972,0.9997202,0.97408986,0.9081519,0.82854563,0.7075305,0.6040882,0.46096995,0.37588707,0.36871704,0.35396254,-2.0151059852272746,0.98222289099927,3.0665102922568495,0.2461672225122982
180_905933,0.9997202,0.97369504,0.77530867,0.55485296,0.4698113,0.30737716,0.24848166,0.2896518,0.17490564,0.17002039,-2.5409386941414356,1.0121119821871074,2.377924324854325,0.11532793460841288
276_924186,0.9997202,0.975031,0.88877803,0.77783215,0.6758238,0.5061231,0.31079692,0.14383951,0.059471983,0.05577778,-1.3968974405066608,0.9760349867202908,2.9275897397165687,-0.2234234117198692
180_908450,0.9997202,0.97461337,0.830346,0.6675267,0.41072503,0.37035164,0.346444,0.4324616,0.31116667,0.294819,-4.5889240032951815,0.9874821603847189,3.987969899655791,0.32141374921460397
275_1295740,0.9997202,0.9740497,0.8915124,0.80971885,0.6690575,0.43413147,0.2408052,0.18157515,0.15133165,0.12808655,-2.9066866497533246,0.9643574513818496,4.2465046287384345,0.06757768623232986
201_909744,0.9997202,0.9764295,0.9374579,0.87684506,0.7205045,0.572741,0.37932363,0.29703346,0.09832395,0.08721716,-1.2758822439645312,0.9867517608176974,3.1441066471554184,-0.1915295802955964
163_1290455,0.9997202,0.9734335,0.9345938,0.859718,0.73508227,0.6051743,0.26721662,0.5401715,0.12897852,0.12779452,-0.7365515030870535,0.9954429623029708,2.5142752064976475,-0.28799400324110236
201_924102,0.9997202,0.9752068,0.85917556,0.60545015,0.37153488,0.35053724,0.2846989,0.19220644,0.1373924,0.1307656,-2.849093703356536,1.008030165242922,2.8408563137756184,0.0950563482431973
1060_1287706,0.9997202,0.97403723,0.67500526,0.33437246,0.33620876,0.2609387,0.20830673,0.16258937,0.14510809,0.13930489,-4.2655414820201445,1.0184184106672238,3.075227821310677,0.15150696509771383
200_998189,0.9997202,0.9711738,0.86400497,0.69752675,0.557391,0.40257725,0.27898464,0.22132316,0.10125491,0.11389298,-1.5507779821555254,0.9992097110528413,2.3410646394536574,-0.10119785604465593
328_1503368,0.9997202,0.97496134,0.89688,0.61368716,0.4117803,0.31911674,0.2528568,0.27376723,0.24082991,0.25577128,-4.951782081622817,0.9916820576989754,4.52478367039583,0.24276053849212498
182_908149,0.9997202,0.97313714,0.8709763,0.7135948,0.5638465,0.43755844,0.35216206,0.18760842,0.06848326,0.052661035,-0.6525852683672623,1.0064008913418696,1.9165315374947052,-0.47911314298270946
245_1295740,0.9997202,0.9752001,0.908177,0.87290615,0.83493257,0.73473895,0.5246719,0.15281537,-0.005984274,-0.014171675,-2.725314920863483,0.9289940698716167,7.313580728173418,-0.11462872747233153
276_687985,0.9997202,0.9733026,0.8976315,0.7426274,0.5287102,0.4523639,0.19914678,0.122876644,0.042657662,0.035765156,-1.762447894120067,0.9923325583162961,2.7858983973900067,-0.16052532019891033
272_907786,0.9997202,0.97295016,0.89186627,0.7892053,0.5691222,0.4720053,0.1981636,0.0952618,0.05875073,0.05799517,-2.1696990040603557,0.9772933001856351,3.3683413723665234,-0.08872254201003224
268_1240125,0.9997202,0.9710642,0.8766545,0.7332565,0.5561344,0.4567839,0.3158816,0.1254787,0.04474385,0.027158778,-0.9077449447027163,0.9982650068759259,2.173872966430298,-0.4089978083142441
257_907786,0.9997202,0.9729444,0.9340506,0.88142186,0.70079607,0.5954118,0.33565623,0.14982001,0.089915134,0.084072456,-2.177301172658917,0.9710007160503754,4.202297429495332,-0.05599516646992157
273_905985,0.9997202,0.97284144,0.9507851,0.90474474,0.8147729,0.7103633,0.4915105,0.18550937,0.07175803,0.060779896,-2.300824008658752,0.9568105947490533,5.694553470218596,-0.06945805459185207
273_910687,0.9997202,0.9718165,0.9508867,0.82909214,0.59731174,0.26684016,0.23413692,0.10564158,0.040429033,0.031342287,-3.4409857528056436,0.9852100992612994,4.636489367546901,0.00709392481325926
1149_687459,0.9997202,0.9753354,0.9317758,0.83284336,0.6536856,0.5352671,0.3468788,0.26280642,0.20305063,0.18318248,-2.0735040253521686,0.9864884717542985,3.33706303964098,0.06534452980663069
276_910687,0.9997202,0.97425914,0.9187525,0.7183716,0.3205834,0.13119559,0.19204812,0.050546065,0.022764308,0.019316493,-5.081132859047497,0.9832981737768866,5.366493158459064,0.03924980800339663
272_907791,0.9997202,0.97155756,0.92969674,0.8111853,0.5933918,0.34507838,0.22531615,0.08115059,0.042097993,0.023846189,-2.741274599052276,0.9824703354167627,3.9566737322557652,-0.049882018582918346
1006_1330933,0.9997202,0.97428256,0.84786946,0.62293655,0.538005,0.31766903,0.22942232,0.18144518,0.123565145,0.12518692,-2.1947248360558405,1.0003468902227723,2.5815916455793624,0.005871850378861951
273_905977,0.9997202,0.97145855,0.89075994,0.84673417,0.71039593,0.6062285,0.36726633,0.18216643,0.095868014,0.08496183,-1.6323513170889863,0.9608712426886813,3.613947825235259,-0.1316233032693795
229_907280,0.9997202,0.97264344,0.9228233,0.8935891,0.7717972,0.631842,0.42752203,0.26452133,0.12760922,0.12463896,-1.7872163527059648,0.9678563516628028,4.069265464447191,-0.05229850802968079
305_1330982,0.9997202,0.9718276,0.9100648,0.7899859,0.6489154,0.44756907,0.26644894,0.1258117,0.09550176,0.08870062,-2.266029918275204,0.9749960108039002,3.5813352623206938,-0.03785289269321884
182_910942,0.9997202,0.97485447,0.7910491,0.44886526,0.29791528,0.26480386,0.24556921,0.15146701,0.07460998,0.07727668,-3.3551254807105284,1.0148981014967848,2.8666723970924033,0.0772039617356862
1054_907277,0.9997202,0.97313005,0.90364033,0.72555274,0.5328008,0.36466753,0.25441366,0.26883087,0.247426,0.25436231,-3.8581861266213817,0.9827459371033669,4.151571035453546,0.21894736824421526
104_749711,0.9997202,0.9718904,0.9421741,0.9129655,0.8513923,0.8338431,0.5871787,0.24288769,0.049235046,0.038711995,-3.2433290923994087,0.9397300939334944,9.151735877306407,-0.02167424704171587
219_1503366,0.9997202,0.9695346,0.9248488,0.8467768,0.6716199,0.4002241,0.38293558,0.22037357,0.2548246,0.26117325,-3.9015023278148147,0.9703665744260588,5.1154911332948,0.225151512393962
1007_1240121,0.9997202,0.9738552,0.9388787,0.7769384,0.5851586,0.3930836,0.28992212,0.21001048,0.15427965,0.1460394,-2.723158491462101,0.9912460461344254,3.5829390999936503,0.0829116311491681
274_905983,0.9997202,0.9744763,0.6877145,0.5151808,0.3225481,0.19393916,0.12491079,0.068908125,0.0372589,0.026205173,-2.4780927551604326,1.0150607432116827,2.314972377636795,-0.06578038197444497
276_909256,0.9997202,0.9735577,0.9290247,0.82764167,0.52555877,0.35165423,0.18225089,0.120812856,0.041179374,0.03728538,-3.0564192744596235,0.9862977832307339,4.1142619693349625,-0.0115976835246278
274_905963,0.9997202,0.9748688,0.874418,0.7717267,0.57438356,0.34439054,0.19381686,0.095416754,0.09025672,0.07716684,-2.8601301434501667,0.9713606718663317,3.8390289894085936,0.0011937894514596514
1031_905959,0.9997202,0.9725139,0.8902572,0.795453,0.68324065,0.42815426,0.2793512,0.16908844,0.12736633,0.1266651,-2.5380307930637946,0.9663828588637876,3.868054277163186,0.030746417657409816
133_909703,0.9997202,0.9678853,0.88704306,0.7081264,0.3705215,0.15456782,0.14809251,0.116579555,0.07060674,0.06257017,-4.886895843179566,0.9719606810557169,5.167555571180019,0.06834099412318252
328_907319,0.9997202,0.9759366,0.9137743,0.67730933,0.515926,0.3688718,0.30876195,0.23130177,0.23536749,0.22564147,-3.2716879461911876,0.9969543139064855,3.4662627274204785,0.1885399732871582
272_753538,0.9997202,0.9724776,0.92732275,0.8509479,0.7212631,0.46608743,0.27347937,0.13018624,0.087541595,0.0751766,-2.857763288018062,0.9673254826228934,4.7039832873442915,0.00327352194231522
328_910710,0.9997202,0.9761654,0.9125825,0.74878514,0.43073705,0.28878453,0.25699496,0.21156314,0.12098245,0.12838668,-3.9024485802203155,0.989056076424701,4.266312392647871,0.1279446352962619
328_910916,0.9997202,0.9712715,0.90985185,0.76135856,0.5805008,0.24208894,0.13113852,0.1387444,0.14342393,0.13930693,-4.658308135266872,0.961184825588165,5.623620313093838,0.10577729278287183
53_1331039,0.9997202,0.9761017,0.93546647,0.8578886,0.7801183,0.6913905,0.547552,0.2038879,0.12375212,0.12194571,-1.6421488647024014,0.9544673224480489,4.408641724907534,-0.09927221315804888
136_908473,0.9997202,0.9757388,0.88196695,0.82883835,0.6750062,0.50798,0.36652133,0.23160824,0.1043556,0.08798273,-1.179080213759573,0.9819224817197986,2.734478906468227,-0.22086477128294354
219_753584,0.9997202,0.96954644,0.9260413,0.8205383,0.78577936,0.7225863,0.2732885,0.2264514,0.19137456,0.16626957,-7.461126476824742,0.9054811961408434,14.274103994532233,0.1833891356779496
273_1503361,0.9997202,0.9702708,0.85811466,0.74702656,0.7140629,0.57251734,0.33257955,0.20281367,0.11974767,0.11522439,-0.9364836695137969,0.9719532439078202,2.51558888961564,-0.2864865624087315
330_910688,0.9997202,0.9735588,0.91903144,0.8751321,0.73538893,0.58851427,0.34126994,0.23510654,0.07302522,0.051909804,-1.6470616396781002,0.9724135459536416,3.6975090308754903,-0.15142646852902167
1021_907783,0.9997202,0.97343403,0.867372,0.7290467,0.52323335,0.40145957,0.22183335,0.1501619,0.09454926,0.093650214,-2.075530803725803,0.9898855044215304,2.839511090365269,-0.047263029352371796
274_924187,0.9997202,0.9728712,0.9062366,0.7962564,0.6409401,0.4388423,0.30714282,0.20267643,0.15741105,0.14702511,-2.3249706478780863,0.9800979750383354,3.438877185969441,0.044469930137887886
328_1660034,0.9997202,0.9718621,0.91044605,0.73981005,0.5172186,0.35874557,0.31713897,0.2965163,0.26363972,0.27431038,-4.208234608769934,0.9828784855415018,4.42169844399351,0.25564168144974997
140_909743,0.9997202,0.9728397,0.9578727,0.89625114,0.7263917,0.52057415,0.36077508,0.2422386,0.19930707,0.20472124,-3.0727462464064965,0.9806687533066363,4.815380538966942,0.14848089593026015
170_1290922,0.9997202,0.9717955,0.8563035,0.8824448,0.8201214,0.48437843,0.1072416,0.051711325,0.04043084,0.041687764,-6.289771377824756,0.9249307093904501,10.602014023271792,0.02860345101880595
45_1330985,0.9997202,0.97471124,0.95921075,0.94029474,0.9117775,0.8332403,0.74171656,0.36567655,0.09657848,0.09164301,-3.2137183641305604,0.9484919456470768,10.55870863446124,0.02525675072826895
272_1298362,0.9997202,0.97220355,0.8808248,0.8335055,0.65138555,0.49302253,0.3772738,0.20274284,0.081679024,0.07307578,-1.1519339067961583,0.9821520378444687,2.7009554157359372,-0.25453551292235677
268_906837,0.9997202,0.9692088,0.81221104,0.5085593,0.1671006,0.114585616,0.06820073,0.046194445,0.024856726,0.042015232,-5.107270205055472,0.9827774113788562,4.531312518888095,0.02598097361336531
276_907273,0.9997202,0.97348285,0.9219384,0.8637558,0.57351965,0.22576131,0.0756795,0.027386602,0.03005792,0.02548259,-5.237977689402586,0.9648441601731474,6.847997592075408,0.01036090205544485
83_909717,0.9997202,0.97529316,0.9194911,0.8731736,0.8020644,0.59437996,0.48020592,0.3444259,0.32173076,0.2882556,-2.4289466551866576,0.9683222826800623,4.258469661932341,0.21905331188272945
273_688025,0.9997202,0.9710446,0.9582964,0.8804164,0.8454372,0.6820318,0.34293544,0.1444596,0.092246175,0.092517376,-3.9157030859313284,0.9502410796558373,7.8678603270273735,0.05403721744374514
190_906856,0.9997202,0.9765245,0.86200005,0.6356256,0.44729653,0.2598677,0.17364733,0.12927254,0.09550166,0.0775819,-2.924748314970629,0.9956017415042961,3.1756360588730477,0.023579260666227373
223_905955,0.9997202,0.97471434,0.9025067,0.8248508,0.75630504,0.579856,0.43949205,0.39005873,0.31209296,0.30842185,-1.8294163806769732,0.9771587800921022,3.126142979161882,0.17739129956528027
45_905984,0.9997202,0.9737589,0.91755754,0.8702947,0.8006103,0.69243765,0.75374424,0.572654,0.07354894,0.058692947,8.906662731530197,0.9568408753743103,2.661518136283589,-7065.625
1149_907169,0.9997202,0.97142726,0.90498626,0.8830157,0.67291665,0.3492066,0.24090594,0.1766567,0.2105745,0.18748914,-5.639882375146763,0.955292712446545,7.536649234269906,0.18249628139944252
276_909703,0.9997202,0.96674335,0.84252125,0.5692848,0.19497283,0.11053604,0.09591238,0.0668244,0.04104785,0.03369547,-5.418066604919823,0.975110715391352,5.031050770571128,0.03985924529050126
344_946361,0.9997202,0.97625536,0.86723465,0.7957428,0.64794636,0.3093243,0.16837746,0.051880356,0.07175991,0.066086754,-3.7771063730786016,0.9482402787201606,5.2640129833560945,0.01924293758030052
