DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9
222_906800,0.9999498,0.9422584,0.91386193,0.69655555,0.372864,0.5071558,0.35505745,0.12594466,0.11489682,0.09632925
222_1323913,0.9999498,0.9268888,0.8106801,0.4038484,0.36891624,0.31845304,0.33216944,0.24271515,0.21966882,0.17721163
223_905947,0.99997514,0.95615834,0.96023077,0.8635986,0.8186332,0.7177079,0.585501,0.4226212,0.33363634,0.30622748
223_687794,0.99997514,0.95998454,0.93476087,0.8707107,0.84008664,0.75012267,0.5575854,0.4258828,0.26221558,0.22884108
223_909704,0.99997514,0.93854535,0.84098357,0.83056515,0.75836223,0.6534579,0.5785753,0.48673844,0.3803324,0.3382842
223_1298352,0.99997514,0.93854535,0.95689374,0.86188006,0.8540889,0.7458772,0.6023761,0.47768316,0.37462655,0.35939687
235_1299080,0.9999762,0.9292208,0.8798646,0.8893917,0.7331993,0.446169,0.26187453,0.08986227,0.10384053,0.07992154
235_924238,0.9999762,0.9813664,0.9817063,0.9656265,0.8192574,0.8124999,0.5946444,0.22107099,0.09577855,0.07155749
235_1240185,0.9999762,0.98952186,0.85688305,0.7936281,0.7555893,0.4427011,0.32819384,0.32727906,0.1272172,0.16573153
235_924100,0.9999762,0.9742584,0.89228576,0.5045537,0.32910734,0.15232125,0.1621862,0.10631147,0.10325301,0.08108264
235_910851,0.9999762,0.9773866,0.95806915,0.9703157,0.9254946,0.929905,0.71764225,0.44924977,0.34801352,0.26172248
245_907271,0.9999873,0.9412331,0.95242065,0.8846922,0.86370987,0.9088087,0.86424166,0.21047895,0.012250229,0.002905138
245_1303901,0.9999873,0.9237739,0.8813058,0.9636458,0.9542517,0.9209386,0.87278926,0.49688828,0.006602571,0.015596551
245_1298538,0.9999873,0.9622796,0.94845396,0.92835224,0.9348164,0.9044644,0.92936057,0.6057477,0.06441334,0.01320063
245_924105,0.9999873,0.9247936,0.8937357,0.9244094,0.8434208,0.91010064,0.8265602,0.57596886,0.030428264,0.024927361
245_905972,0.9999873,0.9347873,0.97548985,0.97290957,0.98382646,0.94104314,0.87721974,0.21944423,0.010783145,0.0027506973
245_924100,0.9999873,0.9428153,0.9660656,0.851977,0.8619074,0.8324334,0.5762661,0.24712433,0.08070199,0.013777327
245_908125,0.9999873,0.92414623,0.9296096,0.897812,0.9321514,0.8907219,0.4102041,0.0341277,0.0022782164,0.0016975101
245_687455,0.9999873,0.9418435,0.96626806,0.85362893,0.862143,0.8539522,0.8104618,0.6077773,0.019543413,0.007497247
245_908148,0.9999873,0.94398904,0.8776066,0.9024948,0.87172884,0.8002686,0.78191125,0.059354365,0.00397076,0.01277917
252_1298223,0.9999846,0.97245437,0.9497946,0.912282,0.85915905,0.70343584,0.7355715,0.4937085,0.2717729,0.2239363
252_684059,0.9999846,0.93010116,0.7066594,0.333572,0.7009999,0.5765895,0.14018068,0.03444723,0.018013377,0.016280532
252_905984,0.9999846,0.9464858,0.9712701,0.97368103,0.9375778,0.93208605,0.9011523,0.5001741,0.07697052,0.025079481
252_687799,0.9999846,0.9263517,0.8974311,0.6932324,0.57967573,0.24289344,0.14657103,0.108792365,0.104817085,0.09694422
252_905936,0.9999846,0.9350586,0.97178024,0.922974,0.9669775,0.96305794,0.6483567,0.16233328,0.14731722,0.11785775
252_1299075,0.9999846,0.93010116,0.90327555,0.44503647,0.809936,0.73462206,0.47979516,0.0504122,0.06609729,0.04956676
252_907271,0.9999846,0.9745378,0.96534216,0.97728854,0.9768946,0.8912069,0.71341014,0.4491149,0.31932995,0.29466304
252_905962,0.9999846,0.9452243,0.96956533,0.68850654,0.47634634,0.30556467,0.13310896,0.18823572,0.11445344,0.12250214
256_1331048,0.99997306,0.9344015,0.8656397,0.8629615,0.68088293,0.49693224,0.27471757,0.064883254,0.024136169,0.0054150294
256_909249,0.99997306,0.9273521,0.94521475,0.8923327,0.9125474,0.856722,0.7391302,0.26362807,0.09289466,0.066828944
256_909264,0.99997306,0.9659801,0.9663021,0.9162417,0.8011325,0.69330555,0.6961307,0.60647696,0.11548523,0.069851704
256_753592,0.99997306,0.9527682,0.98660225,0.9516891,0.92408067,0.85085607,0.752225,0.707059,0.19534637,0.12922452
257_909715,0.9999704,0.928668,0.94186306,0.94697505,0.89052767,0.64269894,0.1628124,0.09477014,0.10208026,0.037750334
257_905952,0.9999704,0.94148093,0.9697736,0.9328626,0.800944,0.35966608,0.16453987,0.09713769,0.08801274,0.10095707
257_908134,0.9999704,0.92515385,0.92155856,0.8631903,0.74649143,0.6276029,0.4445976,0.27989948,0.2236306,0.1646308
257_907789,0.9999704,0.93997616,0.96783584,0.9395185,0.91972506,0.63055974,0.36182776,0.31690577,0.15791102,0.13364053
268_1330991,0.9999745,0.92384434,0.86469716,0.32592273,0.0702428,0.016346382,0.017338304,0.009046444,0.009083396,0.0062757186
268_909248,0.9999745,0.92384434,0.79282165,0.35452598,0.029683208,0.115573116,0.022143472,0.012119351,0.004259002,0.00097292033
268_906814,0.9999745,0.94476086,0.92925835,0.8862993,0.7759374,0.5779482,0.39924467,0.15257171,0.09101487,0.028732128
268_924238,0.9999745,0.94405943,0.9350251,0.6541912,0.18762235,0.011728815,0.023409588,0.034118306,0.008700939,0.006640147
268_908440,0.9999745,0.9251616,0.80208266,0.45285273,0.29605007,0.32694337,0.17901957,0.15058993,0.12062041,0.06769596
268_908152,0.9999745,0.92384434,0.9081788,0.86357653,0.6423493,0.3638346,0.18973984,0.07696584,0.07505769,0.035400297
272_1240205,0.99998647,0.9472128,0.9313642,0.87935007,0.8682595,0.75839424,0.5841279,0.34555116,0.14992641,0.08625492
272_753581,0.99998647,0.9670306,0.8997858,0.871388,0.7759902,0.6377229,0.42364967,0.17564222,0.08678732,0.031669848
272_687452,0.99998647,0.9417837,0.8901441,0.7262143,0.43993917,0.10462314,0.014551733,0.015371103,0.007841341,0.008666446
272_683667,0.99998647,0.9828884,0.9714192,0.9589996,0.9639241,0.8380809,0.63755465,0.32716033,0.0741825,0.02051343
272_753552,0.99998647,0.9303534,0.88435304,0.7315473,0.57304084,0.35793105,0.04504404,0.09479526,0.059265282,0.06683561
272_687812,0.99998647,0.9518545,0.9674422,0.83872914,0.856437,0.76813495,0.74010766,0.55132645,0.4068122,0.36657044
272_907313,0.99998647,0.9562647,0.88394415,0.89808947,0.7859754,0.7415288,0.57006025,0.40373012,0.27979884,0.24015707
272_1287706,0.99998647,0.97216845,0.9733101,0.96460235,0.8757756,0.77502185,0.5074668,0.31095862,0.17108326,0.10854256
272_907171,0.99998647,0.9448251,0.85633874,0.7687628,0.56113017,0.2910109,0.15088372,0.09516637,0.048546977,0.045745913
272_1240200,0.99998647,0.9337024,0.8810503,0.9547522,0.7780353,0.6183553,0.37709126,0.052292284,0.022204127,0.012408976
272_1240199,0.99998647,0.9266093,0.92171526,0.88499546,0.765328,0.6798813,0.57807887,0.4088282,0.28042272,0.22510125
272_905975,0.99998647,0.9694183,0.9293871,0.9200291,0.9330617,0.7553725,0.6029473,0.4149133,0.29908904,0.24374588
272_930083,0.99998647,0.9624899,0.95125866,0.94082415,0.8325685,0.7588812,0.5736216,0.3524785,0.17373551,0.12836708
272_924104,0.99998647,0.9237502,0.89891905,0.78523856,0.68971986,0.4360112,0.19346717,0.09504378,0.031408045,0.018227596
272_1480361,0.99998647,0.9521228,0.8609898,0.7132279,0.5462687,0.3506686,0.2772011,0.18689393,0.106601164,0.050952066
272_905977,0.99998647,0.9417837,0.90654886,0.8203613,0.6711843,0.45731115,0.32829997,0.17005496,0.114208184,0.07003632
272_684062,0.99998647,0.92653525,0.94490874,0.83855355,0.482772,0.20581803,0.041236773,0.031506095,0.032803737,0.017626885
272_910919,0.99998647,0.92928857,0.991966,0.8602187,0.60164225,0.18332006,0.032795493,0.017600982,0.008634614,0.009992633
272_907281,0.99998647,0.9237502,0.8002243,0.5912628,0.13769493,0.027122468,0.040484004,0.0041911644,0.0057958458,0.006789744
272_1503368,0.99998647,0.9237232,0.95785093,0.8834839,0.7449092,0.53900945,0.23404746,0.09500776,0.054144286,0.054722156
273_907047,0.99998635,0.9387653,0.9055343,0.8154118,0.7572147,0.5876229,0.4256316,0.15157749,0.055877727,0.043743137
273_907313,0.99998635,0.9238445,0.8614406,0.7598018,0.7068391,0.58105546,0.37400398,0.2434953,0.091274045,0.021508744
273_687798,0.99998635,0.94660693,0.91413605,0.82842886,0.85468805,0.62977463,0.51332366,0.23564279,0.09398912,0.044360515
273_949177,0.99998635,0.9310436,0.7606549,0.4701974,0.095915,0.16456658,0.17684412,0.027312897,0.080023095,0.09323591
273_909756,0.99998635,0.93312323,0.9624373,0.9329223,0.9566765,0.9446598,0.83368164,0.7821976,0.2722068,0.16552092
273_724879,0.99998635,0.9685816,0.98256016,0.9179164,0.907437,0.9291637,0.846538,0.46991974,0.16739935,0.096017405
273_1240223,0.99998635,0.9335242,0.9038572,0.8477662,0.83057415,0.7013336,0.2253882,0.14560351,0.04781852,0.024360998
273_924111,0.99998635,0.9486088,0.98172575,0.93673116,0.9129124,0.8803596,0.7020081,0.26632828,0.014848177,0.0011875387
273_905940,0.99998635,0.92385155,0.9152143,0.83897156,0.68211824,0.40863228,0.15547378,0.13976845,0.01863758,0.014506102
273_722058,0.99998635,0.934121,0.92079145,0.896911,0.85399204,0.6726323,0.3071715,0.09972928,0.067089476,0.053485665
273_1240149,0.99998635,0.9413992,0.90063107,0.82621694,0.71837735,0.5544758,0.14389363,0.02368616,0.021661358,0.0038817988
273_687802,0.99998635,0.9393182,0.763788,0.6654855,0.47770905,0.3792722,0.18025634,0.15647705,0.11165145,0.07853354
273_909774,0.99998635,0.9377385,0.8793383,0.8376266,0.74078614,0.60744137,0.3742581,0.17907839,0.09450898,0.06701736
273_1240184,0.99998635,0.9413992,0.9009819,0.81834203,0.7310149,0.5790777,0.20417835,0.07554928,0.11141056,0.11312206
273_1524416,0.99998635,0.9236473,0.89333,0.83925843,0.7980605,0.6390813,0.54661655,0.26194978,0.029622907,0.00848533
273_1303900,0.99998635,0.9254989,0.9332271,0.8265023,0.84261227,0.62799984,0.52510923,0.20386434,0.06350015,0.05336639
273_906872,0.99998635,0.93485904,0.8624634,0.5767366,0.43051043,0.39002135,0.24465421,0.11376797,0.052554276,0.04421733
273_753586,0.99998635,0.9422211,0.9441063,0.9542798,0.9019936,0.77151906,0.43872288,0.07999853,0.057503894,0.04522351
273_753608,0.99998635,0.9387653,0.8789451,0.7213281,0.48708475,0.29614002,0.08630227,0.061974958,0.026015544,0.035807822
273_687505,0.99998635,0.9243487,0.8778092,0.7534277,0.58349884,0.15628102,0.011146434,0.028988587,0.020011844,0.015795397
273_1290812,0.99998635,0.939915,0.9040071,0.88846344,0.80071044,0.75150347,0.52148944,0.16840374,0.028920656,0.019500064
274_924106,0.9999819,0.9324816,0.8559839,0.53470016,0.09364949,0.018539201,0.007680503,0.011128673,0.0067568123,0.010424889
274_910910,0.9999819,0.94549525,0.89478236,0.8766123,0.8039376,0.60521495,0.34352946,0.18241619,0.13058549,0.12429306
274_906808,0.9999819,0.9457341,0.93311185,0.90734404,0.14839189,0.20505276,0.12931268,0.12051172,0.121724024,0.12972145
274_1240142,0.9999819,0.9280741,0.8806596,0.8113224,0.68637085,0.47623512,0.24954824,0.16472399,0.099082775,0.052573424
274_905959,0.9999819,0.9291228,0.8205804,0.61980915,0.31777868,0.13734321,0.045602452,0.03104555,0.021860965,0.021781145
274_908118,0.9999819,0.9622957,0.8137869,0.5857876,0.3772884,0.19972958,0.014705443,0.02027561,0.0067568123,0.058654614
274_908448,0.9999819,0.9235718,0.6784016,0.3435127,0.11976388,0.09722819,0.013477238,0.015888093,0.010108434,0.015936393
274_906828,0.9999819,0.9396049,0.9286096,0.76561993,0.39105105,0.29041728,0.22318305,0.17208722,0.07281192,0.043302797
274_910568,0.9999819,0.9427439,0.94495815,0.9063405,0.86284554,0.6490432,0.29850036,0.04604287,0.028789435,0.029026447
274_910399,0.9999819,0.94802105,0.9196159,0.77402204,0.63077056,0.3873606,0.2672411,0.073272705,0.044286795,0.01705252
274_907313,0.9999819,0.9633924,0.81341505,0.7880853,0.6181235,0.45255965,0.29727235,0.21745345,0.08979619,0.042021673
274_908145,0.9999819,0.9237552,0.77293134,0.55118483,0.2705043,0.14828792,0.03667699,0.018629417,0.015531969,0.016811538
274_1240161,0.9999819,0.93072826,0.83123654,0.69047856,0.33417386,0.15369666,0.054219935,0.017863171,0.008393817,0.010824121
274_906765,0.9999819,0.943535,0.71493983,0.4298876,0.13159929,0.043373033,0.014883055,0.016859993,0.0067144977,0.012198536
275_687452,0.9999767,0.9695927,0.9109912,0.8633654,0.807372,0.68150043,0.566934,0.5272549,0.43106914,0.35685065
275_908448,0.9999767,0.9514951,0.9402636,0.8467735,0.79452467,0.60665613,0.49487212,0.3155686,0.25019494,0.19957967
275_753596,0.9999767,0.95550114,0.91083866,0.847077,0.75461215,0.6635253,0.54232013,0.4798004,0.38017178,0.31078628
275_910919,0.9999767,0.93439865,0.8962468,0.78800106,0.6376716,0.460067,0.34736997,0.30834007,0.2857043,0.29202583
275_1330931,0.9999767,0.9445654,0.9417444,0.90913224,0.7600748,0.6887205,0.5610664,0.5040874,0.42617577,0.331461
276_907285,0.9999838,0.9603831,0.97600394,0.87886274,0.7234656,0.55891216,0.3219237,0.23726876,0.1503943,0.09603893
276_1298223,0.9999838,0.93096274,0.8469089,0.8806131,0.80968916,0.67757404,0.43703344,0.24433836,0.103664525,0.05900293
276_1331040,0.9999838,0.9291049,0.7395546,0.40532264,0.2449818,0.62715554,0.27677086,0.021956427,-0.04047369,-0.052852638
276_908129,0.9999838,0.97800916,0.8645781,0.7687854,0.6837183,0.5903313,0.3032619,0.050260205,0.018039897,0.080738895
276_1297449,0.9999838,0.9329115,0.9002196,0.77243495,0.4125107,0.08062111,0.0096970955,0.0076414202,0.007237381,0.00881695
276_906833,0.9999838,0.9290475,0.7416772,0.34620485,0.11742393,0.0716001,0.008908523,0.008710642,0.009468866,0.014049481
276_1297438,0.9999838,0.92573494,0.71370214,0.40316218,0.12406881,0.039773196,0.012042423,0.00794128,0.013375601,0.014049481
276_908143,0.9999838,0.94212615,0.7631527,0.5609827,0.4608072,0.38142133,0.30793327,0.2660647,0.32524574,0.24616253
276_925346,0.9999838,0.9656851,0.9577537,0.8985745,0.7539156,0.60084003,0.39884222,0.23431116,0.11886296,0.044557646
276_753577,0.9999838,0.94566244,0.92683697,0.8981323,0.6796357,0.40467164,0.122966446,0.02499775,0.006932969,0.008862415
276_688014,0.9999838,0.92282426,0.86746544,0.8893643,0.83176255,0.7684501,0.58920014,0.37434712,0.16450073,0.11677853
276_753605,0.9999838,0.9389688,0.9080686,0.94648015,0.5444518,0.31672698,0.17671974,0.060099397,0.05082299,0.021466888
276_1240127,0.9999838,0.9553324,0.8440952,0.81791,0.7151804,0.64207435,0.45030227,0.31183368,0.10369277,0.05914292
276_907268,0.9999838,0.9227439,0.8831772,0.89703375,0.5646757,0.21700574,0.020118665,0.008930934,0.0073705744,0.011718282
276_1240158,0.9999838,0.93881875,0.8204982,0.65428215,0.7283584,0.37847367,0.19899152,0.4762474,0.055778526,0.013050538
276_907796,0.9999838,0.9791233,0.9619292,0.9199721,0.7929141,0.68155056,0.5338703,0.457536,0.2600458,0.26673505
282_908126,0.9999609,0.92710906,0.9414241,0.8225969,0.66858816,0.50465876,0.26636374,0.31542483,0.21061544,0.17460412
282_909778,0.9999609,0.9413376,0.88311845,0.7127855,0.5956481,0.32503873,0.091709025,0.028269183,0.052617606,0.0718577
282_1503371,0.9999609,0.9312436,0.8954069,0.7329087,0.65347826,0.47373945,0.2842536,0.3032318,0.10672885,0.069017485
283_909742,0.9999825,0.9271099,0.86755,0.76606005,0.58907926,0.47748527,0.3510415,0.24766567,0.25420648,0.21514738
283_907073,0.9999825,0.924609,0.855795,0.7573513,0.56874305,0.30983773,0.27615753,0.1024859,0.07086341,0.044200208
283_1503371,0.9999825,0.9864851,0.9554573,0.906178,0.8127887,0.6582587,0.5270212,0.309539,0.22440282,0.16360135
283_1298526,0.9999825,0.9398806,0.9194311,0.7841918,0.5836134,0.43433467,0.31669766,0.19286467,0.20818682,0.17843673
283_1524419,0.9999825,0.9507161,0.91100705,0.86875176,0.8037632,0.55446017,0.47483623,0.3501826,0.30461293,0.24177685
283_910401,0.9999825,0.9333249,0.91400117,0.81329376,0.6618401,0.50827456,0.33534473,0.22507967,0.17361629,0.121785305
301_907047,0.9999654,0.97483677,0.85863304,0.787061,0.6717581,0.633668,0.52770066,0.22264436,0.13350283,0.16734268
301_749716,0.9999654,0.9435813,0.877153,0.82797134,0.7281901,0.62309444,0.47179756,0.36948863,0.19082314,0.2872553
301_907273,0.9999654,0.94226396,0.766143,0.68832684,0.52290267,0.4138381,0.28003344,0.17461786,0.05268631,-0.004227883
302_909698,0.9999762,0.9399623,0.8516898,0.76448375,0.5573891,0.4754383,0.39947164,0.3720486,0.3849809,0.34581333
302_905937,0.9999762,0.9435898,0.7582023,0.65270233,0.4334687,0.46830884,0.39489883,0.38406065,0.38583276,0.34619924
302_906818,0.9999762,0.9423795,0.84648454,0.8425639,0.58184904,0.5326515,0.438807,0.42685166,0.38917965,0.35633808
302_910924,0.9999762,0.96290636,0.92952925,0.8482125,0.46958372,0.5090495,0.35879207,0.35985836,0.3394825,0.3087596
302_949165,0.9999762,0.93659586,0.7685115,0.6628477,0.49293548,0.2875082,0.1534563,0.18175481,0.100331895,0.069769256
305_971773,0.9999765,0.93154526,0.88871056,0.89156985,0.7679736,0.6829334,0.45403826,0.13195285,0.069559254,0.039966945
305_905965,0.9999765,0.9497451,0.8130609,0.7196062,0.56953853,0.4016363,0.3020853,0.113946706,0.079840064,0.0485149
305_1240221,0.9999765,0.9744871,0.9543404,0.9072523,0.7980648,0.71613014,0.4761064,0.13133273,0.103649445,0.067695074
305_909715,0.9999765,0.93131554,0.80415833,0.71458894,0.3811583,0.3602494,0.072734326,0.034263253,0.027422998,0.016333867
306_1331039,0.9999642,0.94157976,0.82613474,0.7385909,0.46763578,0.24362853,0.15156955,0.103646606,0.025112309,0.008749667
306_949153,0.9999642,0.9901321,0.94235104,0.9094386,0.84457946,0.73627573,0.5760646,0.32895112,0.18317088,0.08516486
306_906839,0.9999642,0.9375087,0.79765934,0.7237535,0.46844676,0.23419566,0.15933576,0.087934546,0.03465414,0.00954062
308_909703,0.99997985,0.9304908,0.78280723,0.837928,0.64813095,0.25614804,0.13054734,0.07154795,0.031206917,0.011085551
308_1659817,0.99997985,0.98008937,0.7613189,0.8112631,0.6267078,0.48440477,0.3696557,0.25373384,0.085469306,0.035592727
308_753596,0.99997985,0.93021625,0.93481135,0.8249195,0.7616975,0.6107063,0.5574065,0.32172742,0.010537332,0.010550893
308_949153,0.99997985,0.94001687,0.8194175,0.84189534,0.7383586,0.6036384,0.1764139,0.08697186,0.032468848,0.01466273
308_1240224,0.99997985,0.934688,0.9323157,0.92035365,0.9113535,0.7824314,0.63026255,0.47747156,0.08743798,0.042316843
328_906871,0.99998045,0.92058337,0.77634645,0.47789338,0.29795688,0.23253077,0.13509196,0.10977086,0.11200947,0.14185266
328_910935,0.99998045,0.92058337,0.7171716,0.3863646,0.2767727,0.20801102,0.07213145,0.08127118,0.080624856,0.08671513
328_906868,0.99998045,0.92831194,0.7239332,0.4051253,0.21590514,0.1325156,0.075201996,0.09585738,0.09220356,0.09875782
328_905947,0.99998045,0.9424,0.779604,0.6179943,0.5072042,0.3427186,0.23506284,0.22119334,0.21658276,0.21024486
328_906804,0.99998045,0.9381551,0.5477107,0.24293928,0.10186817,0.053991094,0.041877367,0.040829822,0.03532966,0.03394255
328_906826,0.99998045,0.9560137,0.85877043,0.63995343,0.5088964,0.42738083,0.41547886,0.41676962,0.40520287,0.3815697
328_908142,0.99998045,0.9352679,0.79054147,0.454567,0.22125529,0.16769898,0.11545395,0.11305233,0.122747384,0.11902631
328_909743,0.99998045,0.94578755,0.77008903,0.48393497,0.3362439,0.23986243,0.21360204,0.20795405,0.15891394,0.12792908
328_907171,0.99998045,0.9424,0.80158126,0.6094243,0.50016963,0.376278,0.34502625,0.3028939,0.34554422,0.33364868
328_906765,0.99998045,0.9273236,0.62210166,0.33869442,0.25267783,0.16876382,0.1417871,0.12705293,0.13706304,0.14104712
331_949093,0.99997985,0.9330643,0.7904907,0.6964387,0.61703295,0.49294698,0.38502476,0.3353859,0.33410203,0.2281106
331_749717,0.99997985,0.9542711,0.8790818,0.89168435,0.7393651,0.6849231,0.4731124,0.33371803,0.25863555,0.20985179
331_906808,0.99997985,0.96420574,0.87926656,0.89054507,0.8460903,0.7330512,0.62227285,0.67648304,0.3595328,0.33091393
331_906805,0.99997985,0.94185674,0.8747892,0.793202,0.8130076,0.52637535,0.5202149,0.37189436,0.22211993,0.1704468
331_905947,0.99997985,0.9369235,0.8721021,0.79013616,0.6824644,0.5029016,0.31559628,0.17909856,0.11047863,0.097680904
331_906871,0.99997985,0.948647,0.93818754,0.88698083,0.8246737,0.69678354,0.55154854,0.34107617,0.21893547,0.1456414
344_905952,0.9999627,0.9273207,0.8979437,0.8333358,0.7115954,0.19959906,0.07888085,0.06178596,0.0048704557,0.005014516
344_1327769,0.9999627,0.9496501,0.9445011,0.8961932,0.54931235,0.50925756,0.17372666,0.12763134,0.058321044,0.0060938564
344_749714,0.9999627,0.9434078,0.8976374,0.8284092,0.71582705,0.27377477,0.09017428,0.06437976,0.0064714104,0.0071852463
344_1330982,0.9999627,0.945972,0.8085334,0.48427945,0.10354953,0.029738689,0.0077726324,0.011278864,0.0059474385,0.0060938564
346_749717,0.9999799,0.9415739,0.8152157,0.48504326,0.3674773,0.3385612,0.3257813,0.29787722,0.28016093,0.22205904
346_724863,0.9999799,0.9359493,0.86701787,0.6982996,0.40512055,0.32075012,0.29204392,0.28701824,0.2955886,0.27671474
346_907318,0.9999799,0.94435394,0.8134868,0.39657435,0.035572384,0.027573016,0.017809553,0.012404615,0.019000126,0.0073508895
346_905935,0.9999799,0.9402093,0.89605457,0.753275,0.4634108,0.37659892,0.38338754,0.4234958,0.37712526,0.36219996
346_909716,0.9999799,0.9657642,0.41297296,0.17592259,0.03624712,0.05532971,0.044435203,0.053866856,0.087349385,0.043192357
346_909248,0.9999799,0.9397045,0.50332993,0.17438097,0.18463945,0.20678623,0.3136752,0.21885824,0.17901982,0.18353695
346_910548,0.9999799,0.97535515,0.9568845,0.84903723,0.5977821,0.49733567,0.4414728,0.39278695,0.37366766,0.30927265
346_1331050,0.9999799,0.9483844,0.67923546,0.49696365,0.45551184,0.3998487,0.38112763,0.38127008,0.38805342,0.312297
346_905969,0.9999799,0.9347026,0.6966882,0.45110455,0.34150857,0.34401837,0.31493458,0.30293596,0.2963157,0.29263535
346_753535,0.9999799,0.94435394,0.756403,0.36976418,0.15741861,0.17368197,0.14834242,0.14609493,0.10476175,0.11749252
346_1240131,0.9999799,0.98720354,0.9525479,0.87486964,0.5144507,0.36836994,0.36838827,0.31494397,0.30667987,0.26545414
1003_905941,0.9999817,0.9506453,0.8648638,0.8480801,0.65715194,0.6521072,0.47661495,0.4686268,0.3435097,0.36258087
1003_910851,0.9999817,0.9251159,0.83893436,0.5892514,0.3532406,0.30513597,0.26630992,0.29126573,0.17219299,0.13735066
1003_1240122,0.9999817,0.9285835,0.8445396,0.54552424,0.34116054,0.28389058,0.24082956,0.16222878,0.10772148,0.06573356
1003_907176,0.9999817,0.9284885,0.82341665,0.8873782,0.76728153,0.730155,0.4524979,0.3390309,0.22934733,0.14888501
1003_724870,0.9999817,0.9444942,0.87938136,0.61431324,0.34610903,0.2882161,0.19619362,0.16094667,0.16827366,0.09040453
1003_753554,0.9999817,0.93189365,0.61282176,0.31033483,0.20959568,0.16833436,0.1538596,0.122150205,0.0994378,0.083942994
1003_1331050,0.9999817,0.92428976,0.8984155,0.7944075,0.6529453,0.4093729,0.28498927,0.2519999,0.16123532,0.13824922
1003_910926,0.9999817,0.93189365,0.77705556,0.20693304,0.20265247,0.1615368,0.13266113,0.1024793,0.08490329,0.054343846
1003_924102,0.9999817,0.93224996,0.87790346,0.70411897,0.4692776,0.28997472,0.22746417,0.16768062,0.120377205,0.11761887
1004_1327774,0.9999802,0.9248412,0.9688787,0.6396069,0.29101458,0.078091085,0.032634236,0.029025149,0.034943987,0.044550277
1004_949163,0.9999802,0.9257934,0.97515315,0.79407674,0.51538867,0.2336278,0.15075281,0.105567835,0.091654696,0.10151069
1004_908145,0.9999802,0.9266983,0.64039886,0.6342922,0.29501924,0.092314795,0.04428698,0.045439407,0.043259613,0.05001401
1004_907056,0.9999802,0.94183606,0.6476083,0.66584,0.5331572,0.47067925,0.46128705,0.27845895,0.25769886,0.18815656
1004_907285,0.9999802,0.9628946,0.80834365,0.8196045,0.63819647,0.44127706,0.33732873,0.26241052,0.2541485,0.28053898
1004_946367,0.9999802,0.94830215,0.9719544,0.82260466,0.75989246,0.4754202,0.3313948,0.25615314,0.22097188,0.25584844
1004_687780,0.9999802,0.9543467,0.6502395,0.7915615,0.44272774,0.3361387,0.25542152,0.23294963,0.16549137,0.21852046
1006_687505,0.9999709,0.9365297,0.80121094,0.8419188,0.7645203,0.8062262,0.48148593,0.26285446,0.14299388,0.14612907
1006_908126,0.9999709,0.94246495,0.8786864,0.75054944,0.71466136,0.5210572,0.46838441,0.42184195,0.37162802,0.3363813
1006_909708,0.9999709,0.9249294,0.7188648,0.56269264,0.59933317,0.52292323,0.3156851,0.25910902,0.23002023,0.19033302
1006_1298365,0.9999709,0.94781506,0.9164414,0.87992144,0.7871777,0.77534974,0.5140662,0.42686722,0.32704413,0.35937798
1007_724870,0.99997455,0.9448744,0.8143046,0.865556,0.5557432,0.581001,0.46384603,0.39498553,0.24422885,0.23605584
1007_1240198,0.99997455,0.97802037,0.9303269,0.7893653,0.89129716,0.74636203,0.59316224,0.52279115,0.45219564,0.39148006
1007_688121,0.99997455,0.9417572,0.8950733,0.6177751,0.4525795,0.34842986,0.29481262,0.18307668,0.21568559,0.19778766
1007_910903,0.99997455,0.9717495,0.8314101,0.7639914,0.61672896,0.43195498,0.3044026,0.20542146,0.21909668,0.1575501
1012_905964,0.99997556,0.94778043,0.9186012,0.85912997,0.71358466,0.3500302,0.09752818,0.035787012,0.029319221,0.01776836
1012_1240153,0.99997556,0.9414877,0.8970842,0.8341967,0.5388994,0.32388487,0.21703258,0.11845723,0.026669852,0.0141260335
1012_1327774,0.99997556,0.9749344,0.8820881,0.8741871,0.69879186,0.34743136,0.07972475,0.05999254,0.032146115,0.02991078
1012_908136,0.99997556,0.9265953,0.87162846,0.8993676,0.8734128,0.703791,0.18028173,0.11444019,0.08960157,0.09005159
1014_910916,0.9999724,0.9417075,0.87976575,0.84444284,0.8005576,0.64951694,0.4996421,0.47987738,0.393677,0.37070373
1014_909718,0.9999724,0.9287673,0.77858853,0.65326726,0.5247468,0.38406348,0.25477386,0.22410418,0.15439458,0.16157185
1014_905962,0.9999724,0.9418645,0.7712234,0.665194,0.5851803,0.4712095,0.3595742,0.34506607,0.2627548,0.22876777
1014_909749,0.9999724,0.9480243,0.947688,0.8977088,0.78083533,0.6473777,0.6737925,0.4902056,0.40930688,0.39450496
1022_1298365,0.9999803,0.96147007,0.9338722,0.7606311,0.48774898,0.3581897,0.3052088,0.23534873,0.14270177,0.08356107
1022_905938,0.9999803,0.9648687,0.9443219,0.9093363,0.8261987,0.77286094,0.4995619,0.2885422,0.1790319,0.096746065
