DRUG_COSMICID,pred_norm_cells_0,pred_norm_cells_1,pred_norm_cells_2,pred_norm_cells_3,pred_norm_cells_4,pred_norm_cells_5,pred_norm_cells_6,pred_norm_cells_7,pred_norm_cells_8,pred_norm_cells_9
133_909715,0.99999976,0.9723986,0.92445517,0.80929726,0.7160089,0.50941753,0.22424546,0.14956786,0.046392933,0.039473835
170_906792,0.99999976,0.97873926,0.9351037,0.78879017,0.5969136,0.3375121,0.25658274,0.13825668,0.096009694,0.07525599
1149_1659819,0.99999976,0.9721143,0.8804716,0.7737902,0.54197145,0.46000466,0.3206245,0.20059611,0.11124358,0.102943964
140_722045,0.99999976,0.97568375,0.8476259,0.7298739,0.59738594,0.4240718,0.31143606,0.22204816,0.15316463,0.12573765
88_906836,0.99999976,0.96895415,0.8994897,0.83058053,0.68320954,0.48457935,0.28649783,0.17712465,0.11310044,0.10323322
245_1322218,0.99999976,0.97727096,0.8921566,0.7950037,0.667724,0.4952376,0.34206915,0.21925159,0.14457601,0.12858266
256_687562,0.99999976,0.9754807,0.9126282,0.80859125,0.634346,0.59742665,0.43690988,0.2369118,0.098304555,0.06815915
1012_910710,0.99999976,0.9728412,0.91996145,0.77901584,0.4696698,0.37036368,0.26827103,0.18943591,0.08435328,0.08575708
273_687563,0.99999976,0.98352844,0.8984982,0.73123777,0.5445524,0.39358488,0.31786105,0.21360521,0.11902792,0.136384
170_907050,0.99999976,0.97196054,0.89094776,0.8088329,0.66061276,0.5118561,0.3733567,0.25035855,0.21871385,0.19220534
252_907799,0.99999976,0.9696291,0.9041509,0.7524311,0.7507072,0.6390388,0.33117118,0.09798761,0.06905718,0.058058493
159_907072,0.99999976,0.96915174,0.90251315,0.76566696,0.6314536,0.5251241,0.34629282,0.24818815,0.13752142,0.15793039
45_908159,0.99999976,0.97161615,0.9100371,0.7740426,0.61704844,0.51061803,0.21575798,0.13546385,0.095268525,0.09589249
276_908475,0.99999976,0.9755891,0.90296876,0.8047109,0.69012064,0.44790763,0.31889504,0.1954811,0.13121489,0.10348402
45_1330950,0.99999976,0.97125596,0.83509696,0.692753,0.50477904,0.33516207,0.23820168,0.1731841,0.11326344,0.11658536
165_906873,0.99999976,0.97770274,0.89555347,0.8206797,0.61072904,0.53690606,0.35762215,0.2435512,0.14335245,0.15230374
1026_906820,0.99999976,0.97488177,0.90285426,0.80321413,0.64254344,0.43875718,0.31979558,0.2155053,0.15180762,0.1297538
346_1240154,0.99999976,0.973571,0.89662206,0.8074961,0.5583193,0.5427252,0.41926315,0.25493598,0.12772916,0.105314255
190_909251,0.99999976,0.9698625,0.9041684,0.78967047,0.6152884,0.44653443,0.26358226,0.1702387,0.10370084,0.09942328
41_910710,0.99999976,0.9728412,0.91996145,0.77901584,0.4696698,0.37036368,0.26827103,0.18943591,0.08435328,0.08575708
308_753558,0.99999976,0.9837612,0.89663017,0.85157496,0.70884657,0.58146834,0.3600732,0.24857195,0.16332917,0.2190882
273_1503371,0.99999976,0.966715,0.8754448,0.86084056,0.63595545,0.47180516,0.26769882,0.19402795,0.11552826,0.111423545
276_1660035,0.99999976,0.98317116,0.8479025,0.6895911,0.6148454,0.41039687,0.33676398,0.21587999,0.13433385,0.12132724
200_906817,0.99999976,0.9798351,0.9398874,0.8762506,0.624256,0.38328895,0.24520029,0.16549022,0.15130024,0.12763253
274_910935,0.99999976,0.97586614,0.8741573,0.73514706,0.5682298,0.3530242,0.20962635,0.10780618,0.052490752,0.031504925
328_1330935,0.99999976,0.9760486,0.87028337,0.7318536,0.613759,0.4764391,0.3013699,0.20702465,0.13768777,0.13179348
136_1240202,0.99999976,0.9804777,0.9152513,0.80654305,0.66895,0.5449928,0.36713398,0.2957448,0.18453942,0.16803779
180_688031,0.99999976,0.96969056,0.9331729,0.87757856,0.6555796,0.49377885,0.41188973,0.25122327,0.15871683,0.15778242
201_905984,0.99999976,0.9761799,0.9038687,0.79114217,0.6326036,0.41866156,0.35362402,0.23726276,0.08427342,0.083474725
170_687505,0.99999976,0.9772237,0.8791497,0.85370636,0.63315237,0.5000669,0.3211678,0.23829286,0.15341538,0.12574652
225_1240222,0.99999976,0.9783394,0.8655664,0.82396156,0.70148695,0.4744946,0.35771134,0.21015866,0.16094428,0.1545861
245_753592,0.99999976,0.979686,0.9415048,0.94588286,0.7906971,0.54211676,0.40929207,0.2852492,0.10699727,0.09244704
200_949153,0.99999976,0.9771108,0.871843,0.7158485,0.46934414,0.2630714,0.15419348,0.118935674,0.082797416,0.086971715
159_687505,0.99999976,0.9772237,0.8791497,0.85370636,0.63315237,0.5000669,0.3211678,0.23829286,0.15341538,0.12574652
83_909715,0.99999976,0.9723986,0.92445517,0.80929726,0.7160089,0.50941753,0.22424546,0.14956786,0.046392933,0.039473835
274_909762,0.99999976,0.9735239,0.92901677,0.8852269,0.83389354,0.8139688,0.43001398,0.27097178,0.17494865,0.17417496
87_1290455,0.99999976,0.96695185,0.9380542,0.8165907,0.59182686,0.45344156,0.23483583,0.18435474,0.08720202,0.069930926
245_909743,0.99999976,0.97094244,0.92360896,0.8114615,0.62266356,0.49267486,0.3771135,0.28143623,0.2308761,0.23119533
225_1322218,0.99999976,0.97727096,0.8921566,0.7950037,0.667724,0.4952376,0.34206915,0.21925159,0.14457601,0.12858266
273_724863,0.99999976,0.9744125,0.7991626,0.5275206,0.54635954,0.39576164,0.263899,0.23040341,0.111072935,0.11487366
135_907170,0.99999976,0.974784,0.919034,0.821076,0.47383738,0.21137848,0.18804353,0.09097027,0.069049925,0.04560832
1149_688025,0.99999976,0.9709812,0.91060555,0.79642475,0.69405913,0.50148803,0.37569678,0.2279284,0.20693114,0.19454594
273_713880,0.99999976,0.9716813,0.8235169,0.5144166,0.4314084,0.403918,0.29674062,0.1628599,0.14450243,0.104796454
219_1659817,0.99999976,0.9796672,0.89232016,0.76528484,0.59053934,0.39540604,0.32212737,0.2329229,0.17686611,0.17547657
256_688026,0.99999976,0.97243214,0.9425578,0.9295395,0.73902404,0.6002486,0.37356398,0.14905177,0.108688906,0.15218158
41_1240193,0.99999976,0.9735315,0.92473876,0.85246104,0.69668424,0.4954155,0.3862415,0.23470254,0.14420094,0.18983531
164_907277,0.99999976,0.97015876,0.89994293,0.72207487,0.5839514,0.4199742,0.23762242,0.16289532,0.1006464,0.07917673
1031_905959,0.99999976,0.97053427,0.9081348,0.73121434,0.55799854,0.42082584,0.32799655,0.21482459,0.1725498,0.18269679
194_906999,0.99999976,0.9745569,0.90513575,0.79865324,0.65835935,0.51529914,0.36134395,0.25021827,0.15365817,0.13740651
1031_905964,0.99999976,0.9771625,0.9353349,0.86577433,0.6832487,0.45739064,0.24168977,0.14907482,0.058045268,0.060265362
1031_753608,0.99999976,0.9699873,0.8661989,0.83282393,0.6860526,0.5500092,0.309444,0.17727605,0.12526387,0.1220965
194_908451,0.99999976,0.97630006,0.92927957,0.81044126,0.5840077,0.5105044,0.2993953,0.26039585,0.084910676,0.06689801
200_909726,0.99999976,0.97581095,0.88478065,0.7577818,0.67068934,0.40978897,0.3155941,0.19937159,0.10415311,0.11456071
269_684052,0.99999976,0.9796354,0.88329554,0.79616165,0.6065038,0.46115297,0.31321633,0.1813837,0.18137467,0.17503649
140_1331034,0.99999976,0.97733206,0.8765638,0.83253837,0.6462928,0.5635114,0.38735765,0.18001796,0.101549916,0.093959354
165_949175,0.99999976,0.97857964,0.8212937,0.7055612,0.49285313,0.41786692,0.28632742,0.19848841,0.1248631,0.11682657
300_949172,0.99999976,0.9721189,0.90369076,0.74207276,0.6015233,0.5094779,0.38101867,0.20890674,0.19308321,0.19466999
53_1297446,0.99999976,0.9748856,0.9333436,0.9163339,0.76197356,0.5180369,0.3919118,0.23122078,0.1523234,0.14662795
194_909248,0.99999976,0.97076833,0.825838,0.6110236,0.5486251,0.46143737,0.3351446,0.21188402,0.14331277,0.13148886
273_1298352,0.99999976,0.9686752,0.93376845,0.84474856,0.63860816,0.554801,0.39511642,0.32189047,0.31441343,0.29259917
176_1297449,0.99999976,0.97083795,0.9486618,0.8579973,0.85316217,0.7442208,0.567774,0.17671084,0.08678869,0.102246925
252_909771,0.99999976,0.9749869,0.8433914,0.6421082,0.54035294,0.37952617,0.33689302,0.26426217,0.21602108,0.25947997
308_909758,0.99999976,0.9785246,0.89714265,0.7772257,0.67465466,0.6268581,0.5105204,0.27551278,0.13844307,0.1094343
140_905943,0.99999976,0.9705876,0.82042235,0.69307613,0.616088,0.40820548,0.29961222,0.21147367,0.109011725,0.13000545
276_907319,0.99999976,0.97557384,0.912555,0.70198184,0.5645515,0.33208632,0.26331076,0.15250453,0.11949031,0.13497321
194_905983,0.99999976,0.9730454,0.77218044,0.657257,0.49231732,0.38030347,0.2657351,0.17944027,0.094564214,0.07216452
276_683667,0.99999976,0.9726233,0.90457404,0.8022131,0.6631055,0.48084414,0.3067581,0.19960025,0.13643853,0.11698688
157_753564,0.99999976,0.9650786,0.9296915,0.90087837,0.7433561,0.5471868,0.4289913,0.25126678,0.16505958,0.17850336
163_906828,0.99999976,0.9570947,0.83526903,0.80121833,0.67281234,0.5893196,0.3835488,0.1801401,0.15930407,0.13436241
194_1290725,0.99999976,0.97281647,0.8649474,0.74271435,0.5338073,0.42066425,0.23678713,0.19419809,0.121013425,0.097982995
1022_908136,0.99999976,0.9715936,0.918453,0.80362195,0.6963305,0.49084613,0.38170022,0.29244858,0.15567142,0.16992259
305_907055,0.99999976,0.9784792,0.8478297,0.7360695,0.7179953,0.49930945,0.26651403,0.18352829,0.20776708,0.17156705
276_910943,0.99999976,0.9773578,0.8860713,0.822774,0.723858,0.49424022,0.38282186,0.20077471,0.13081501,0.11928423
235_906824,0.99999976,0.9671827,0.8121862,0.68952996,0.5524598,0.4563564,0.35724586,0.2869529,0.19314569,0.19477385
173_684072,0.99999976,0.9727794,0.87835807,0.8203336,0.65525335,0.4589895,0.36023462,0.2452135,0.14889039,0.18796623
219_910918,0.99999976,0.9723657,0.9269731,0.88648057,0.75815755,0.547421,0.3517098,0.2412102,0.14130335,0.16813
328_906790,0.99999976,0.9842125,0.94758373,0.90662736,0.8432186,0.5089062,0.13453501,0.07443194,0.07427854,0.067164086
344_905969,0.99999976,0.9720106,0.94342625,0.79766405,0.5826622,0.45601848,0.31394732,0.18527845,0.18497477,0.16749191
273_907312,0.99999976,0.9632772,0.5389342,0.54168224,0.47639033,0.45238802,0.30345732,0.08986265,0.017064305,0.07344646
245_722045,0.99999976,0.97568375,0.8476259,0.7298739,0.59738594,0.4240718,0.31143606,0.22204816,0.15316463,0.12573765
274_908472,0.99999976,0.96604884,0.947037,0.8682198,0.7615031,0.33688894,0.30694368,0.14840883,0.1267663,0.11926567
330_1295740,0.99999976,0.97319305,0.8967447,0.7831476,0.63952714,0.42164972,0.21360828,0.12922056,0.09087713,0.060461454
274_753584,0.99999976,0.96147484,0.8064061,0.7299824,0.7412137,0.7847052,0.4481973,0.31989464,0.2673267,0.24296123
200_907322,0.99999976,0.973794,0.98075074,0.92044264,0.8760834,0.60207605,0.31460583,0.09573348,0.085656665,0.11810132
11_908159,0.99999976,0.97161615,0.9100371,0.7740426,0.61704844,0.51061803,0.21575798,0.13546385,0.095268525,0.09589249
252_906836,0.99999976,0.96895415,0.8994897,0.83058053,0.68320954,0.48457935,0.28649783,0.17712465,0.11310044,0.10323322
344_909696,0.99999976,0.9749534,0.94541407,0.8830613,0.7533351,0.5138379,0.30806515,0.20232686,0.1167122,0.12243777
306_910710,0.99999976,0.9728412,0.91996145,0.77901584,0.4696698,0.37036368,0.26827103,0.18943591,0.08435328,0.08575708
1007_1240122,0.99999976,0.9704808,0.8861061,0.8141871,0.6050795,0.38421115,0.20469335,0.13136473,0.07284007,0.069035
245_909703,0.99999976,0.9655092,0.8893899,0.67905563,0.4330563,0.207319,0.17617169,0.12571807,0.1050257,0.08484801
45_1297446,0.99999976,0.9748856,0.9333436,0.9163339,0.76197356,0.5180369,0.3919118,0.23122078,0.1523234,0.14662795
60_1327774,0.99999976,0.97500575,0.91487557,0.8494409,0.64154196,0.5085843,0.22141051,0.12849447,0.060632642,0.07019047
273_1290797,0.99999976,0.9743359,0.90593374,0.8406584,0.708674,0.48463315,0.37873498,0.21754038,0.1294135,0.1082794
344_946370,0.99999976,0.9749377,0.8576096,0.76536095,0.6697576,0.58561456,0.3932238,0.4764041,0.23664796,0.290361
272_906804,0.99999976,0.9719887,0.9030584,0.8201569,0.74958736,0.53635806,0.37992156,0.32963514,0.20090124,0.1815015
135_905962,0.99999976,0.9795446,0.8997871,0.8253018,0.69066435,0.5561555,0.3016371,0.15993796,0.117657855,0.11844727
200_753559,0.99999976,0.9663632,0.91459024,0.8050277,0.6892573,0.4853193,0.32906434,0.15727282,0.10955713,0.09164392
306_907786,0.99999976,0.9705899,0.9305699,0.86553836,0.6916027,0.6019521,0.37761644,0.20022878,0.12509558,0.090125866
133_971773,0.99999976,0.9740758,0.884338,0.69855946,0.5311864,0.38937515,0.33996275,0.3098436,0.11306456,0.11681757
180_1240196,0.99999976,0.9760769,0.90811145,0.7901443,0.57794166,0.35849082,0.2565706,0.1984211,0.13336639,0.11267965
245_905954,0.99999976,0.98635274,0.89172626,0.49128056,0.21290867,0.21796231,0.18324387,0.13885131,0.1000808,0.12511183
344_909781,0.99999976,0.9843496,0.9730913,0.96595687,0.79334444,0.63268346,0.2908442,0.10559374,0.037771795,0.023586972
170_908457,0.99999976,0.97196126,0.895601,0.83719337,0.6698032,0.35639867,0.2979329,0.23328476,0.18533832,0.2077647
252_909773,0.99999976,0.97674865,0.9191561,0.7780863,0.6061484,0.37696305,0.21350253,0.123368815,0.08366081,0.08210332
272_971773,0.99999976,0.9740758,0.884338,0.69855946,0.5311864,0.38937515,0.33996275,0.3098436,0.11306456,0.11681757
1007_1240190,0.99999976,0.9720868,0.9079446,0.89175504,0.7312991,0.5601709,0.45447475,0.38456854,0.25971127,0.2693959
196_908142,0.99999976,0.9669308,0.9260423,0.8275779,0.6356686,0.5536695,0.4534019,0.2932525,0.23591255,0.21767543
104_909754,0.99999976,0.9734573,0.92219657,0.79070663,0.6596555,0.48651242,0.46750453,0.3115378,0.16823187,0.22241652
203_906804,0.99999976,0.9719887,0.9030584,0.8201569,0.74958736,0.53635806,0.37992156,0.32963514,0.20090124,0.1815015
201_1290808,0.99999976,0.97407275,0.82332677,0.8118277,0.6482386,0.51811415,0.35467502,0.19969863,0.20003404,0.17409119
274_910943,0.99999976,0.9773578,0.8860713,0.822774,0.723858,0.49424022,0.38282186,0.20077471,0.13081501,0.11928423
180_910922,0.99999976,0.96977687,0.8997013,0.7868329,0.65945035,0.42850116,0.3688313,0.23204584,0.17711261,0.1947827
276_1240147,0.99999976,0.9826531,0.8099537,0.77495486,0.56449264,0.6199729,0.33972538,0.20770599,0.13871488,0.089272775
182_1240190,0.99999976,0.9720868,0.9079446,0.89175504,0.7312991,0.5601709,0.45447475,0.38456854,0.25971127,0.2693959
308_1240191,0.99999976,0.975069,0.90412253,0.7871308,0.66333675,0.5586531,0.39070967,0.24876545,0.13197117,0.116592325
140_949163,0.99999976,0.9737209,0.8645796,0.83435977,0.54403716,0.2985991,0.14149389,0.12042183,0.053584646,0.043911166
1026_753592,0.99999976,0.979686,0.9415048,0.94588286,0.7906971,0.54211676,0.40929207,0.2852492,0.10699727,0.09244704
219_1503362,0.99999976,0.9793646,0.8446778,0.7270807,0.65664107,0.48499542,0.3390561,0.14709319,0.13024317,0.11967773
182_687459,0.99999976,0.9726812,0.9109423,0.8249026,0.6620757,0.5826476,0.37025124,0.2699657,0.24828532,0.25345
201_905971,0.99999976,0.9815589,0.9453832,0.9369017,0.8251277,0.70122474,0.47538665,0.34283587,0.21538654,0.21969904
274_906852,0.99999976,0.9782728,0.9157451,0.87819517,0.75773877,0.4577046,0.20485325,0.16642402,0.12518543,0.08540571
245_1298531,0.99999976,0.97462267,0.85955065,0.68691313,0.53012294,0.33322135,0.2832394,0.21110971,0.16035733,0.17206816
170_909742,0.99999976,0.97614163,0.90466696,0.8406348,0.6974538,0.5632847,0.33477718,0.18292747,0.121409915,0.089053296
235_910545,0.99999976,0.9748018,0.92322886,0.8396285,0.7081981,0.432613,0.17724942,0.14030184,0.102662474,0.11289322
163_906856,0.99999976,0.97631437,0.91508853,0.80973345,0.60366696,0.43686306,0.2760292,0.1847548,0.114312045,0.09088322
1006_1330994,0.99999976,0.9689148,0.91081053,0.78333956,0.6940074,0.45619765,0.34629077,0.21489517,0.14905839,0.14480078
135_908141,0.99999976,0.97248125,0.8881768,0.7068078,0.5075845,0.35771152,0.18178429,0.12864338,0.10674564,0.11034415
272_907000,0.99999976,0.97243434,0.8231834,0.7268042,0.66723746,0.5480792,0.29429966,0.19995362,0.16912486,0.16803323
9_753548,0.99999976,0.9699413,0.93492115,0.8542806,0.7298954,0.4739144,0.2382648,0.10165583,0.095133185,0.0824797
170_908135,0.99999976,0.9755233,0.89744073,0.8323722,0.68680716,0.46486768,0.32011634,0.24218647,0.19666138,0.18842427
165_688026,0.99999976,0.97243214,0.9425578,0.9295395,0.73902404,0.6002486,0.37356398,0.14905177,0.108688906,0.15218158
235_909249,0.99999976,0.9755597,0.9194078,0.7961858,0.5707661,0.4066135,0.27823034,0.21363297,0.16333519,0.13012838
274_909699,0.99999976,0.97346437,0.9150251,0.829743,0.740927,0.5433765,0.19792622,0.10684169,0.0711528,0.0761684
219_753556,0.99999976,0.9699342,0.86487967,0.7520823,0.55819774,0.46364513,0.29110983,0.2031114,0.113353685,0.107149675
170_905977,0.99999976,0.96971214,0.884588,0.8051051,0.6109677,0.5603065,0.28872645,0.2243469,0.14864352,0.13755739
235_924247,0.99999976,0.9727759,0.8687182,0.6015293,0.45962757,0.3218452,0.2322658,0.15083556,0.114324875,0.1060784
1149_906800,0.99999976,0.97000575,0.9188258,0.83907574,0.6875466,0.44080162,0.1964806,0.11787398,0.050194744,0.039585996
219_909742,0.99999976,0.97614163,0.90466696,0.8406348,0.6974538,0.5632847,0.33477718,0.18292747,0.121409915,0.089053296
1149_753594,0.99999976,0.9779794,0.92692214,0.84275675,0.6833294,0.487992,0.31365022,0.24266058,0.1369456,0.11640754
11_907041,0.99999976,0.9806409,0.9448249,0.6816322,0.33186334,0.27124467,0.20211326,0.101791434,0.0754581,0.0479676
245_907056,0.99999976,0.97119254,0.8740245,0.7704988,0.66582215,0.577373,0.43561047,0.38491902,0.3421738,0.30404985
252_906831,0.99999976,0.9724835,0.9004736,0.7654884,0.590524,0.48069245,0.34255004,0.18324123,0.11109457,0.09034043
157_753561,0.99999976,0.9748494,0.8977983,0.7843471,0.49245977,0.39542076,0.22904839,0.21811874,0.17521076,0.16002029
1057_946377,0.99999976,0.9739898,0.84768987,0.71174973,0.59548247,0.42399532,0.2472608,0.16607247,0.11095306,0.1024949
273_688025,0.99999976,0.9709812,0.91060555,0.79642475,0.69405913,0.50148803,0.37569678,0.2279284,0.20693114,0.19454594
140_687985,0.99999976,0.97175497,0.9086372,0.76195115,0.5275491,0.48363137,0.22092277,0.1684236,0.10069816,0.098218314
157_1240185,0.99999976,0.97468394,0.93450254,0.816881,0.6175919,0.47262406,0.2481143,0.20689465,0.13885815,0.12902476
302_1524415,0.99999976,0.9701704,0.9068387,0.8244299,0.6549204,0.49052995,0.35572052,0.300161,0.23100501,0.21256132
157_905952,0.99999976,0.9733286,0.88769066,0.7422556,0.5608929,0.37734333,0.29641744,0.13162524,0.06161136,0.043180805
273_684055,0.99999976,0.9718479,0.9000767,0.7877846,0.5710708,0.42064562,0.26788232,0.13443868,0.11355173,0.10205277
134_688013,0.99999976,0.97634345,0.93705326,0.81219727,0.62696916,0.4819644,0.2983139,0.1449015,0.11769345,0.13559449
165_1298145,0.99999976,0.97726786,0.9322526,0.8688991,0.7656216,0.65426105,0.5037399,0.45728,0.18003453,0.14989811
140_909751,0.99999976,0.9874101,0.90732706,0.728635,0.27476984,0.13837534,0.10323686,0.12684922,0.09711637,0.061098445
86_907786,0.99999976,0.9705899,0.9305699,0.86553836,0.6916027,0.6019521,0.37761644,0.20022878,0.12509558,0.090125866
330_910710,0.99999976,0.9728412,0.91996145,0.77901584,0.4696698,0.37036368,0.26827103,0.18943591,0.08435328,0.08575708
273_908126,0.99999976,0.9755718,0.90242875,0.813852,0.68332666,0.4479742,0.28854522,0.21370424,0.14431024,0.12021727
235_908136,0.99999976,0.9715936,0.918453,0.80362195,0.6963305,0.49084613,0.38170022,0.29244858,0.15567142,0.16992259
1022_907783,0.99999976,0.9713065,0.8941938,0.7992679,0.7207147,0.50626385,0.3203122,0.21891485,0.14311798,0.11894665
276_1240173,0.99999976,0.97322524,0.8358013,0.75374275,0.7828578,0.5773834,0.4380079,0.30429018,0.14168313,0.11683379
182_908474,0.99999976,0.97981095,0.8429934,0.74792165,0.57964736,0.4194019,0.31814584,0.2502945,0.14044759,0.08682603
1012_1331035,0.99999976,0.98135597,0.9477937,0.82033616,0.6735679,0.5088468,0.35593104,0.17683451,0.0730951,0.09381176
200_1303901,0.99999976,0.97078717,0.8934762,0.837642,0.6229433,0.40189737,0.2364226,0.09738549,0.068403505,0.05958316
272_753584,0.99999976,0.96147484,0.8064061,0.7299824,0.7412137,0.7847052,0.4481973,0.31989464,0.2673267,0.24296123
167_908457,0.99999976,0.97196126,0.895601,0.83719337,0.6698032,0.35639867,0.2979329,0.23328476,0.18533832,0.2077647
273_1503370,0.99999976,0.9745795,0.8894616,0.80875987,0.69398415,0.47685593,0.32805133,0.1875104,0.12238759,0.1328738
133_907043,0.99999976,0.97930914,0.9267519,0.81139374,0.6315397,0.5355097,0.23230678,0.17757712,0.097960465,0.09540931
208_908123,0.99999976,0.9713811,0.91691834,0.85612804,0.804854,0.6191127,0.46183157,0.12629563,0.05094749,0.07012463
276_753533,0.99999976,0.9679198,0.95218456,0.9204446,0.8239625,0.588668,0.5060258,0.24132419,0.13764939,0.12435321
170_924187,0.99999976,0.9684565,0.9190839,0.852755,0.7243233,0.5662248,0.41244793,0.33333212,0.23428968,0.18319213
1008_908148,0.99999976,0.97228307,0.91445696,0.8203756,0.72215354,0.55466473,0.28038016,0.15296136,0.11818591,0.1016459
274_905947,0.99999976,0.9686894,0.8910681,0.7879703,0.6277873,0.5519293,0.32289392,0.23742199,0.17031047,0.1507197
178_1330950,0.99999976,0.97125596,0.83509696,0.692753,0.50477904,0.33516207,0.23820168,0.1731841,0.11326344,0.11658536
272_909256,0.99999976,0.98124987,0.9101391,0.77196944,0.5780395,0.42350972,0.3439046,0.27979663,0.09022207,0.082755536
53_910930,0.99999976,0.9737063,0.90463465,0.79896396,0.6640932,0.553667,0.41286787,0.20174943,0.15771785,0.12305292
1012_905939,0.99999976,0.97724754,0.90179265,0.7697019,0.63994765,0.505613,0.3469128,0.2648556,0.20498273,0.20748533
346_1240179,0.99999976,0.9758226,0.9242482,0.86709094,0.75586313,0.5919058,0.46371776,0.31133023,0.24082012,0.25482658
274_753533,0.99999976,0.9679198,0.95218456,0.9204446,0.8239625,0.588668,0.5060258,0.24132419,0.13764939,0.12435321
196_907796,0.99999976,0.9773143,0.7620279,0.49842557,0.46692747,0.40203714,0.33448768,0.23809822,0.15059325,0.14597687
328_906793,0.99999976,0.9810699,0.8746736,0.6378758,0.44035545,0.35148576,0.2465743,0.1505917,0.10273314,0.08726132
180_908126,0.99999976,0.9755718,0.90242875,0.813852,0.68332666,0.4479742,0.28854522,0.21370424,0.14431024,0.12021727
219_907794,0.99999976,0.9629489,0.81471235,0.56750596,0.32985312,0.21904364,0.15592107,0.14739925,0.11880749,0.08877152
328_910687,0.99999976,0.9709591,0.9274252,0.8311539,0.5993413,0.33574468,0.35670826,0.2085937,0.071900606,0.077426545
176_906846,0.99999976,0.968291,0.9003827,0.7959139,0.64356863,0.4877374,0.33068368,0.15978599,0.09122474,0.083082646
229_910545,0.99999976,0.9748018,0.92322886,0.8396285,0.7081981,0.432613,0.17724942,0.14030184,0.102662474,0.11289322
276_1503362,0.99999976,0.9793646,0.8446778,0.7270807,0.65664107,0.48499542,0.3390561,0.14709319,0.13024317,0.11967773
87_907277,0.99999976,0.97015876,0.89994293,0.72207487,0.5839514,0.4199742,0.23762242,0.16289532,0.1006464,0.07917673
135_1240196,0.99999976,0.9760769,0.90811145,0.7901443,0.57794166,0.35849082,0.2565706,0.1984211,0.13336639,0.11267965
53_1331038,0.99999976,0.9770078,0.9196491,0.7465583,0.5260765,0.47394007,0.33712813,0.20538695,0.118618615,0.09315762
1004_1503361,0.99999976,0.976342,0.85049784,0.7045482,0.5987034,0.42602414,0.25913692,0.1742624,0.17138812,0.14204983
180_907300,0.99999976,0.9768976,0.9135347,0.8479237,0.7995014,0.6602654,0.66947955,0.3521501,0.11563599,0.07319911
257_1330982,0.99999976,0.9711353,0.9248078,0.78859276,0.68455416,0.4364732,0.24972315,0.10754841,0.056116085,0.04346631
274_946370,0.99999976,0.9749377,0.8576096,0.76536095,0.6697576,0.58561456,0.3932238,0.4764041,0.23664796,0.290361
272_688021,0.99999976,0.9843876,0.908217,0.82589114,0.68828106,0.53214407,0.30894038,0.2056511,0.12024692,0.13750608
201_753538,0.99999976,0.9706795,0.91749734,0.81275123,0.6978243,0.50364494,0.2523175,0.17856264,0.09911946,0.10369827
194_749713,0.99999976,0.9862252,0.9214112,0.8084196,0.65319765,0.44396532,0.27913645,0.16935608,0.14169866,0.13882276
276_910568,0.99999976,0.96326834,0.90626115,0.79795474,0.68966645,0.66086537,0.61025226,0.14422505,0.11300955,0.08659059
136_910399,0.99999976,0.96901137,0.8835877,0.7758027,0.58489466,0.4346945,0.23822714,0.18657361,0.1355597,0.09588621
346_910781,0.99999976,0.9727359,0.90444136,0.8165475,0.68838763,0.57351583,0.52851695,0.30418923,0.17146586,0.16348769
133_753538,0.99999976,0.9706795,0.91749734,0.81275123,0.6978243,0.50364494,0.2523175,0.17856264,0.09911946,0.10369827
276_925348,0.99999976,0.96232855,0.9236956,0.81146353,0.75004494,0.627615,0.41204277,0.24455269,0.15380691,0.109137505
245_1240217,0.99999976,0.9758952,0.91173184,0.88887805,0.6538171,0.4617498,0.19894369,0.120427154,0.13564382,0.10449251
276_908121,0.99999976,0.98182225,0.9493418,0.83569986,0.6486355,0.4527531,0.30687875,0.17776024,0.20072362,0.17282857
157_909251,0.99999976,0.9698625,0.9041684,0.78967047,0.6152884,0.44653443,0.26358226,0.1702387,0.10370084,0.09942328
276_905964,0.99999976,0.9771625,0.9353349,0.86577433,0.6832487,0.45739064,0.24168977,0.14907482,0.058045268,0.060265362
87_910906,0.99999976,0.9724945,0.87280804,0.7191293,0.61434555,0.49838462,0.30935085,0.20148939,0.09247679,0.08902413
157_909719,0.99999976,0.9774395,0.7242514,0.60762876,0.44724354,0.34465235,0.27261856,0.16941705,0.111807786,0.06154621
157_905947,0.99999976,0.9686894,0.8910681,0.7879703,0.6277873,0.5519293,0.32289392,0.23742199,0.17031047,0.1507197
252_905964,0.99999976,0.9771625,0.9353349,0.86577433,0.6832487,0.45739064,0.24168977,0.14907482,0.058045268,0.060265362
274_1503361,0.99999976,0.976342,0.85049784,0.7045482,0.5987034,0.42602414,0.25913692,0.1742624,0.17138812,0.14204983
167_917486,0.99999976,0.9700143,0.9132342,0.8067532,0.75654703,0.4704086,0.3122245,0.22200844,0.13095045,0.09923422
104_906836,0.99999976,0.96895415,0.8994897,0.83058053,0.68320954,0.48457935,0.28649783,0.17712465,0.11310044,0.10323322
272_917486,0.99999976,0.9700143,0.9132342,0.8067532,0.75654703,0.4704086,0.3122245,0.22200844,0.13095045,0.09923422
274_917486,0.99999976,0.9700143,0.9132342,0.8067532,0.75654703,0.4704086,0.3122245,0.22200844,0.13095045,0.09923422
